AAPL	10/2/2015	108.01	111.01	107.55	110.38	57560400	110.38
AAPL	10/1/2015	109.07	109.62	107.31	109.58	63748000	109.58
AAPL	9/30/2015	110.17	111.54	108.73	110.3	66105000	110.3
AAPL	9/29/2015	112.83	113.51	107.86	109.06	73135900	109.06
AAPL	9/28/2015	113.85	114.57	112.44	112.44	51723900	112.44
AAPL	9/25/2015	116.44	116.69	114.02	114.71	55842200	114.71
AAPL	9/24/2015	113.25	115.5	112.37	115	49810600	115
AAPL	9/23/2015	113.63	114.72	113.3	114.32	35645700	114.32
AAPL	9/22/2015	113.38	114.18	112.52	113.4	49809000	113.4
AAPL	9/21/2015	113.67	115.37	113.66	115.21	46554300	115.21
AAPL	9/18/2015	112.21	114.3	111.87	113.45	73419000	113.45
AAPL	9/17/2015	115.66	116.49	113.72	113.92	63462700	113.92
AAPL	9/16/2015	116.25	116.54	115.44	116.41	36910000	116.41
AAPL	9/15/2015	115.93	116.53	114.42	116.28	43004100	116.28
AAPL	9/14/2015	116.58	116.89	114.86	115.31	58201900	115.31
AAPL	9/11/2015	111.79	114.21	111.76	114.21	49441800	114.21
AAPL	9/10/2015	110.27	113.28	109.9	112.57	62675200	112.57
AAPL	9/9/2015	113.76	114.02	109.77	110.15	84344400	110.15
AAPL	9/8/2015	111.75	112.56	110.32	112.31	54114200	112.31
AAPL	9/4/2015	108.97	110.45	108.51	109.27	49963900	109.27
AAPL	9/3/2015	112.49	112.78	110.04	110.37	52906400	110.37
AAPL	9/2/2015	110.23	112.34	109.13	112.34	61888800	112.34
AAPL	9/1/2015	110.15	111.88	107.36	107.72	76845900	107.72
AAPL	8/31/2015	112.03	114.53	112	112.76	56229300	112.76
AAPL	8/28/2015	112.17	113.31	111.54	113.29	53164400	113.29
AAPL	8/27/2015	112.23	113.24	110.02	112.92	84616100	112.92
AAPL	8/26/2015	107.09	109.89	105.05	109.69	96774600	109.69
AAPL	8/25/2015	111.11	111.11	103.5	103.74	103601600	103.74
AAPL	8/24/2015	94.87	108.8	92	103.12	162206300	103.12
AAPL	8/21/2015	110.43	111.9	105.65	105.76	128275500	105.76
AAPL	8/20/2015	114.08	114.35	111.63	112.65	68501600	112.65
AAPL	8/19/2015	116.1	116.52	114.68	115.01	47445700	115.01
AAPL	8/18/2015	116.43	117.44	116.01	116.5	34560700	116.5
AAPL	8/17/2015	116.04	117.65	115.5	117.16	40884700	117.16
AAPL	8/14/2015	114.32	116.31	114.01	115.96	42929500	115.96
AAPL	8/13/2015	116.04	116.4	114.54	115.15	48535800	115.15
AAPL	8/12/2015	112.53	115.42	109.63	115.24	101217500	115.24
AAPL	8/11/2015	117.81	118.18	113.33	113.49	97082800	113.49
AAPL	8/10/2015	116.53	119.99	116.53	119.72	54951600	119.72
AAPL	8/7/2015	114.58	116.25	114.5	115.52	38670400	115.52
AAPL	8/6/2015	115.97	116.5	114.12	115.13	52903000	115.13
AAPL	8/5/2015	112.95	117.44	112.1	115.4	99312600	114.88
AAPL	8/4/2015	117.42	117.7	113.25	114.64	124138600	114.12
AAPL	8/3/2015	121.5	122.57	117.52	118.44	69976000	117.91
AAPL	7/31/2015	122.6	122.64	120.91	121.3	42885000	120.75
AAPL	7/30/2015	122.32	122.57	121.71	122.37	33628300	121.82
AAPL	7/29/2015	123.15	123.5	122.27	122.99	37011700	122.44
AAPL	7/28/2015	123.38	123.91	122.55	123.38	33618100	122.82
AAPL	7/27/2015	123.09	123.61	122.12	122.77	44455500	122.22
AAPL	7/24/2015	125.32	125.74	123.9	124.5	42162300	123.94
AAPL	7/23/2015	126.2	127.09	125.06	125.16	50999500	124.6
AAPL	7/22/2015	121.99	125.5	121.99	125.22	115450600	124.66
AAPL	7/21/2015	132.85	132.92	130.32	130.75	76756400	130.16
AAPL	7/20/2015	130.97	132.97	130.7	132.07	58900200	131.47
AAPL	7/17/2015	129.08	129.62	128.31	129.62	46164700	129.04
AAPL	7/16/2015	127.74	128.57	127.35	128.51	36222400	127.93
AAPL	7/15/2015	125.72	127.15	125.58	126.82	33649200	126.25
AAPL	7/14/2015	126.04	126.37	125.04	125.61	31768100	125.04
AAPL	7/13/2015	125.03	125.76	124.32	125.66	41440500	125.09
AAPL	7/10/2015	121.94	123.85	121.21	123.28	61354500	122.72
AAPL	7/9/2015	123.85	124.06	119.22	120.07	77821600	119.53
AAPL	7/8/2015	124.48	124.64	122.54	122.57	60761600	122.02
AAPL	7/7/2015	125.89	126.15	123.77	125.69	46946800	125.12
AAPL	7/6/2015	124.94	126.23	124.85	126	28060400	125.43
AAPL	7/2/2015	126.43	126.69	125.77	126.44	27211000	125.87
AAPL	7/1/2015	126.9	126.94	125.99	126.6	30238800	126.03
AAPL	6/30/2015	125.57	126.12	124.86	125.43	44370700	124.86
AAPL	6/29/2015	125.46	126.47	124.48	124.53	49161400	123.97
AAPL	6/26/2015	127.67	127.99	126.51	126.75	44066800	126.18
AAPL	6/25/2015	128.86	129.2	127.5	127.5	31938100	126.93
AAPL	6/24/2015	127.21	129.8	127.12	128.11	55280900	127.53
AAPL	6/23/2015	127.48	127.61	126.88	127.03	30268900	126.46
AAPL	6/22/2015	127.49	128.06	127.08	127.61	34039300	127.03
AAPL	6/19/2015	127.71	127.82	126.4	126.6	54716900	126.03
AAPL	6/18/2015	127.23	128.31	127.22	127.88	35407200	127.3
AAPL	6/17/2015	127.72	127.88	126.74	127.3	32918100	126.73
AAPL	6/16/2015	127.03	127.85	126.37	127.6	31494100	127.03
AAPL	6/15/2015	126.1	127.24	125.71	126.92	43988900	126.35
AAPL	6/12/2015	128.19	128.33	127.11	127.17	36886200	126.6
AAPL	6/11/2015	129.18	130.18	128.48	128.59	35390900	128.01
AAPL	6/10/2015	127.92	129.34	127.85	128.88	39087300	128.3
AAPL	6/9/2015	126.7	128.08	125.62	127.42	56075400	126.85
AAPL	6/8/2015	128.9	129.21	126.83	127.8	52674800	127.22
AAPL	6/5/2015	129.5	129.69	128.36	128.65	35626800	128.07
AAPL	6/4/2015	129.58	130.58	128.91	129.36	38450100	128.78
AAPL	6/3/2015	130.66	130.94	129.9	130.12	30889400	129.53
AAPL	6/2/2015	129.86	130.66	129.32	129.96	33667600	129.37
AAPL	6/1/2015	130.28	131.39	130.05	130.54	32112800	129.95
AAPL	5/29/2015	131.23	131.45	129.9	130.28	50884500	129.69
AAPL	5/28/2015	131.86	131.95	131.1	131.78	30733300	131.19
AAPL	5/27/2015	130.34	132.26	130.05	132.04	45833200	131.45
AAPL	5/26/2015	132.6	132.91	129.12	129.62	70697600	129.04
AAPL	5/22/2015	131.6	132.97	131.4	132.54	45596000	131.94
AAPL	5/21/2015	130.07	131.63	129.83	131.39	39730400	130.8
AAPL	5/20/2015	130	130.98	129.34	130.06	36454900	129.47
AAPL	5/19/2015	130.69	130.88	129.64	130.07	44633200	129.48
AAPL	5/18/2015	128.38	130.72	128.36	130.19	50882900	129.6
AAPL	5/15/2015	129.07	129.49	128.21	128.77	38208000	128.19
AAPL	5/14/2015	127.41	128.95	127.16	128.95	45203500	128.37
AAPL	5/13/2015	126.15	127.19	125.87	126.01	34694200	125.44
AAPL	5/12/2015	125.6	126.88	124.82	125.87	48160000	125.3
AAPL	5/11/2015	127.39	127.56	125.63	126.32	42035800	125.75
AAPL	5/8/2015	126.68	127.62	126.11	127.62	55550400	127.04
AAPL	5/7/2015	124.77	126.08	124.02	125.26	43940900	124.7
AAPL	5/6/2015	126.56	126.75	123.36	125.01	72141000	123.93
AAPL	5/5/2015	128.15	128.45	125.78	125.8	49271400	124.71
AAPL	5/4/2015	129.5	130.57	128.26	128.7	50988300	127.59
AAPL	5/1/2015	126.1	130.13	125.3	128.95	58512600	127.83
AAPL	4/30/2015	128.64	128.64	124.58	125.15	83195400	124.07
AAPL	4/29/2015	130.16	131.59	128.3	128.64	63386100	127.53
AAPL	4/28/2015	134.46	134.54	129.57	130.56	118924000	129.43
AAPL	4/27/2015	132.31	133.13	131.15	132.65	96954200	131.5
AAPL	4/24/2015	130.49	130.63	129.23	130.28	44525900	129.15
AAPL	4/23/2015	128.3	130.42	128.14	129.67	45770900	128.55
AAPL	4/22/2015	126.99	128.87	126.32	128.62	37654500	127.51
AAPL	4/21/2015	128.1	128.2	126.67	126.91	32435100	125.81
AAPL	4/20/2015	125.57	128.12	125.17	127.6	47054300	126.5
AAPL	4/17/2015	125.55	126.14	124.46	124.75	51957000	123.67
AAPL	4/16/2015	126.28	127.1	126.11	126.17	28369000	125.08
AAPL	4/15/2015	126.41	127.13	126.01	126.78	28970400	125.68
AAPL	4/14/2015	127	127.29	125.91	126.3	25524600	125.21
AAPL	4/13/2015	128.37	128.57	126.61	126.85	36365100	125.75
AAPL	4/10/2015	125.95	127.21	125.26	127.1	40188000	126
AAPL	4/9/2015	125.85	126.58	124.66	126.56	32484000	125.47
AAPL	4/8/2015	125.85	126.4	124.97	125.6	37329200	124.51
AAPL	4/7/2015	127.64	128.12	125.98	126.01	35012300	124.92
AAPL	4/6/2015	124.47	127.51	124.33	127.35	37194000	126.25
AAPL	4/2/2015	125.03	125.56	124.19	125.32	32220100	124.24
AAPL	4/1/2015	124.82	125.12	123.1	124.25	40621400	123.18
AAPL	3/31/2015	126.09	126.49	124.36	124.43	42090600	123.35
AAPL	3/30/2015	124.05	126.4	124	126.37	47099700	125.28
AAPL	3/27/2015	124.57	124.7	122.91	123.25	39546200	122.18
AAPL	3/26/2015	122.76	124.88	122.6	124.24	47572900	123.17
AAPL	3/25/2015	126.54	126.82	123.38	123.38	51655200	122.31
AAPL	3/24/2015	127.23	128.04	126.56	126.69	32842300	125.59
AAPL	3/23/2015	127.12	127.85	126.52	127.21	37709700	126.11
AAPL	3/20/2015	128.25	128.4	125.16	125.9	68695100	124.81
AAPL	3/19/2015	128.75	129.25	127.4	127.5	45809500	126.4
AAPL	3/18/2015	127	129.16	126.37	128.47	65270900	127.36
AAPL	3/17/2015	125.9	127.32	125.65	127.04	51023100	125.94
AAPL	3/16/2015	123.88	124.95	122.87	124.95	35874300	123.87
AAPL	3/13/2015	124.4	125.4	122.58	123.59	51827300	122.52
AAPL	3/12/2015	122.31	124.9	121.63	124.45	48362700	123.37
AAPL	3/11/2015	124.75	124.77	122.11	122.24	68939000	121.18
AAPL	3/10/2015	126.41	127.22	123.8	124.51	68856600	123.43
AAPL	3/9/2015	127.96	129.57	125.06	127.14	88528500	126.04
AAPL	3/6/2015	128.4	129.37	126.26	126.6	72842100	125.51
AAPL	3/5/2015	128.58	128.75	125.76	126.41	56517100	125.32
AAPL	3/4/2015	129.1	129.56	128.32	128.54	31666300	127.43
AAPL	3/3/2015	128.96	129.52	128.09	129.36	37816300	128.24
AAPL	3/2/2015	129.25	130.28	128.3	129.09	48096700	127.97
AAPL	2/27/2015	130	130.57	128.24	128.46	62014800	127.35
AAPL	2/26/2015	128.79	130.87	126.61	130.42	91287500	129.29
AAPL	2/25/2015	131.56	131.6	128.15	128.79	74711700	127.68
AAPL	2/24/2015	132.94	133.6	131.17	132.17	69228100	131.03
AAPL	2/23/2015	130.02	133	129.66	133	70974100	131.85
AAPL	2/20/2015	128.62	129.5	128.05	129.5	48948400	128.38
AAPL	2/19/2015	128.48	129.03	128.33	128.45	37362400	127.34
AAPL	2/18/2015	127.63	128.78	127.45	128.72	44891700	127.61
AAPL	2/17/2015	127.49	128.88	126.92	127.83	63152400	126.72
AAPL	2/13/2015	127.28	127.28	125.65	127.08	54272200	125.98
AAPL	2/12/2015	126.06	127.48	125.57	126.46	74474500	125.37
AAPL	2/11/2015	122.77	124.92	122.5	124.88	73561800	123.8
AAPL	2/10/2015	120.17	122.15	120.16	122.02	62008500	120.96
AAPL	2/9/2015	118.55	119.84	118.43	119.72	38889800	118.68
AAPL	2/6/2015	120.02	120.25	118.45	118.93	43706600	117.9
AAPL	2/5/2015	120.02	120.23	119.25	119.94	42246200	118.9
AAPL	2/4/2015	118.5	120.51	118.31	119.56	70149700	118.06
AAPL	2/3/2015	118.5	119.09	117.61	118.65	51915700	117.16
AAPL	2/2/2015	118.05	119.17	116.08	118.63	62739100	117.14
AAPL	1/30/2015	118.4	120	116.85	117.16	83745500	115.69
AAPL	1/29/2015	116.32	119.19	115.56	118.9	84436400	117.41
AAPL	1/28/2015	117.63	118.12	115.31	115.31	146477100	113.86
AAPL	1/27/2015	112.42	112.48	109.03	109.14	95568700	107.77
AAPL	1/26/2015	113.74	114.36	112.8	113.1	55615000	111.68
AAPL	1/23/2015	112.3	113.75	111.53	112.98	46464800	111.56
AAPL	1/22/2015	110.26	112.47	109.72	112.4	53796400	110.99
AAPL	1/21/2015	108.95	111.06	108.27	109.55	48575900	108.18
AAPL	1/20/2015	107.84	108.97	106.5	108.72	49899900	107.36
AAPL	1/16/2015	107.03	107.58	105.2	105.99	78513300	104.66
AAPL	1/15/2015	110	110.06	106.66	106.82	60014000	105.48
AAPL	1/14/2015	109.04	110.49	108.5	109.8	48337000	108.42
AAPL	1/13/2015	111.43	112.8	108.91	110.22	67091900	108.84
AAPL	1/12/2015	112.6	112.63	108.8	109.25	49650800	107.88
AAPL	1/9/2015	112.67	113.25	110.21	112.01	53699500	110.6
AAPL	1/8/2015	109.23	112.15	108.7	111.89	59364500	110.49
AAPL	1/7/2015	107.2	108.2	106.7	107.75	40105900	106.4
AAPL	1/6/2015	106.54	107.43	104.63	106.26	65797100	104.93
AAPL	1/5/2015	108.29	108.65	105.41	106.25	64285500	104.92
AAPL	1/2/2015	111.39	111.44	107.35	109.33	53204600	107.96
AAPL	12/31/2014	112.82	113.13	110.21	110.38	41403400	109
AAPL	12/30/2014	113.64	113.92	112.11	112.52	29881500	111.11
AAPL	12/29/2014	113.79	114.77	113.7	113.91	27598900	112.48
AAPL	12/26/2014	112.1	114.52	112.01	113.99	33721000	112.56
AAPL	12/24/2014	112.58	112.71	112.01	112.01	14479600	110.6
AAPL	12/23/2014	113.23	113.33	112.46	112.54	26028400	111.13
AAPL	12/22/2014	112.16	113.49	111.97	112.94	45167500	111.52
AAPL	12/19/2014	112.26	113.24	111.66	111.78	88429800	110.38
AAPL	12/18/2014	111.87	112.65	110.66	112.65	59006200	111.24
AAPL	12/17/2014	107.12	109.84	106.82	109.41	53411800	108.04
AAPL	12/16/2014	106.37	110.16	106.26	106.75	60790700	105.41
AAPL	12/15/2014	110.7	111.6	106.35	108.23	67218100	106.87
AAPL	12/12/2014	110.46	111.87	109.58	109.73	56028100	108.35
AAPL	12/11/2014	112.26	113.8	111.34	111.62	41401700	110.22
AAPL	12/10/2014	114.41	114.85	111.54	111.95	44565300	110.55
AAPL	12/9/2014	110.19	114.3	109.35	114.12	60208000	112.69
AAPL	12/8/2014	114.1	114.65	111.62	112.4	57664900	110.99
AAPL	12/5/2014	115.99	116.08	114.64	115	38318900	113.56
AAPL	12/4/2014	115.77	117.2	115.29	115.49	42044500	114.04
AAPL	12/3/2014	115.75	116.35	115.11	115.93	43063400	114.48
AAPL	12/2/2014	113.5	115.75	112.75	114.63	59348900	113.19
AAPL	12/1/2014	118.81	119.25	111.27	115.07	83814000	113.63
AAPL	11/28/2014	119.27	119.4	118.05	118.93	24814400	117.44
AAPL	11/26/2014	117.94	119.1	117.83	119	40768300	117.51
AAPL	11/25/2014	119.07	119.75	117.45	117.6	68840400	116.12
AAPL	11/24/2014	116.85	118.77	116.62	118.63	47450800	117.14
AAPL	11/21/2014	117.51	117.57	116.03	116.47	57179300	115.01
AAPL	11/20/2014	114.91	116.86	114.85	116.31	43395500	114.85
AAPL	11/19/2014	115.44	115.74	113.8	114.67	41869200	113.23
AAPL	11/18/2014	113.94	115.69	113.89	115.47	44224000	114.02
AAPL	11/17/2014	114.27	117.28	113.3	113.99	46746700	112.56
AAPL	11/14/2014	113.15	114.19	111.21	114.18	44063600	112.75
AAPL	11/13/2014	111.8	113.45	111.6	112.82	59522900	111.4
AAPL	11/12/2014	109.38	111.43	109.37	111.25	46942400	109.85
AAPL	11/11/2014	108.7	109.75	108.4	109.7	27442300	108.32
AAPL	11/10/2014	109.02	109.33	108.67	108.83	27195500	107.46
AAPL	11/7/2014	108.75	109.32	108.55	109.01	33691500	107.64
AAPL	11/6/2014	108.6	108.79	107.8	108.7	34968500	107.34
AAPL	11/5/2014	109.1	109.3	108.13	108.86	37435900	107.03
AAPL	11/4/2014	109.36	109.49	107.72	108.6	41574400	106.77
AAPL	11/3/2014	108.22	110.3	108.01	109.4	52282600	107.56
AAPL	10/31/2014	108.01	108.04	107.21	108	44639300	106.18
AAPL	10/30/2014	106.96	107.35	105.9	106.98	40654800	105.18
AAPL	10/29/2014	106.65	107.37	106.36	107.34	52687900	105.54
AAPL	10/28/2014	105.4	106.74	105.35	106.74	48060900	104.95
AAPL	10/27/2014	104.85	105.48	104.7	105.11	34187700	103.34
AAPL	10/24/2014	105.18	105.49	104.53	105.22	47053900	103.45
AAPL	10/23/2014	104.08	105.05	103.63	104.83	71074700	103.07
AAPL	10/22/2014	102.84	104.11	102.6	102.99	68263100	101.26
AAPL	10/21/2014	103.02	103.02	101.27	102.47	94623900	100.75
AAPL	10/20/2014	98.32	99.96	98.22	99.76	77517300	98.08
AAPL	10/17/2014	97.5	99	96.81	97.67	68179700	96.03
AAPL	10/16/2014	95.55	97.72	95.41	96.26	72154500	94.64
AAPL	10/15/2014	97.97	99.15	95.18	97.54	100933600	95.9
AAPL	10/14/2014	100.39	100.52	98.57	98.75	63688600	97.09
AAPL	10/13/2014	101.33	101.78	99.81	99.81	53583400	98.13
AAPL	10/10/2014	100.69	102.03	100.3	100.73	66331600	99.04
AAPL	10/9/2014	101.54	102.38	100.61	101.02	77376500	99.32
AAPL	10/8/2014	98.76	101.11	98.31	100.8	57404700	99.11
AAPL	10/7/2014	99.43	100.12	98.73	98.75	42094200	97.09
AAPL	10/6/2014	99.95	100.65	99.42	99.62	37051200	97.95
AAPL	10/3/2014	99.44	100.21	99.04	99.62	43469600	97.95
AAPL	10/2/2014	99.27	100.22	98.04	99.9	47757800	98.22
AAPL	10/1/2014	100.59	100.69	98.7	99.18	51491300	97.51
AAPL	9/30/2014	100.81	101.54	100.53	100.75	55264100	99.06
AAPL	9/29/2014	98.65	100.44	98.63	100.11	49766300	98.43
AAPL	9/26/2014	98.53	100.75	98.4	100.75	62370500	99.06
AAPL	9/25/2014	100.51	100.71	97.72	97.87	100092000	96.23
AAPL	9/24/2014	102.16	102.85	101.2	101.75	60171800	100.04
AAPL	9/23/2014	100.6	102.94	100.54	102.64	63402200	100.91
AAPL	9/22/2014	101.8	102.14	100.58	101.06	52788400	99.36
AAPL	9/19/2014	102.29	102.35	100.5	100.96	70902400	99.26
AAPL	9/18/2014	101.93	102.35	101.56	101.79	37299400	100.08
AAPL	9/17/2014	101.27	101.8	100.59	101.58	60926500	99.87
AAPL	9/16/2014	99.8	101.26	98.89	100.86	66908100	99.16
